departamento_nombre,localidad_censal_nombre,municipio_nombre,provincia_nombre
Tinogasta             ,El Salado             ,Tinogasta             ,Catamarca   
Tinogasta             ,Fiambalá              ,Fiambalá              ,Catamarca   
Tinogasta             ,Fiambalá              ,Fiambalá              ,Catamarca   
Tinogasta             ,Fiambalá              ,Fiambalá              ,Catamarca   
Tinogasta             ,Los Balverdis         ,Tinogasta             ,Catamarca   
Tinogasta             ,Medanitos             ,Fiambalá              ,Catamarca   
Tinogasta             ,Palo Blanco           ,Fiambalá              ,Catamarca   
Tinogasta             ,Punta del Agua        ,Fiambalá              ,Catamarca   
Tinogasta             ,Saujil                ,Fiambalá              ,Catamarca   
Tinogasta             ,Tatón                 ,Fiambalá              ,Catamarca   
Tinogasta             ,Tinogasta             ,Tinogasta             ,Catamarca   
Valle Viejo           ,                      ,Valle Viejo           ,Catamarca   
Valle Viejo           ,                      ,Valle Viejo           ,Catamarca   
Valle Viejo           ,                      ,Valle Viejo           ,Catamarca   
Valle Viejo           ,                      ,Valle Viejo           ,Catamarca   
Valle Viejo           ,El Portezuelo         ,Valle Viejo           ,Catamarca   
Valle Viejo           ,Huaycama              ,Valle Viejo           ,Catamarca   
Valle Viejo           ,Las Tejas             ,Valle Viejo           ,Catamarca   
Valle Viejo           ,San Isidro            ,Valle Viejo           ,Catamarca   
Valle Viejo           ,San Isidro            ,Valle Viejo           ,Catamarca   
Valle Viejo           ,San Isidro            ,Valle Viejo           ,Catamarca   
Valle Viejo           ,San Isidro            ,Valle Viejo           ,Catamarca   
Valle Viejo           ,San Isidro            ,Valle Viejo           ,Catamarca   
Valle Viejo           ,San Isidro            ,Valle Viejo           ,Catamarca   
Valle Viejo           ,San Isidro            ,Valle Viejo           ,Catamarca   
Valle Viejo           ,Santa Cruz            ,Valle Viejo           ,Catamarca   
Calamuchita           ,                      ,Santa Rosa de Calamuch,Córdoba     
Calamuchita           ,                      ,                      ,Córdoba     
Calamuchita           ,                      ,Villa Yacanto         ,Córdoba     
Calamuchita           ,                      ,Lutti                 ,Córdoba     
Calamuchita           ,                      ,                      ,Córdoba     
Calamuchita           ,                      ,Cañada del Sauce      ,Córdoba     
Calamuchita           ,                      ,Amboy                 ,Córdoba     
Calamuchita           ,                      ,Río de los Sauces     ,Córdoba     
Calamuchita           ,                      ,                      ,Córdoba     
Calamuchita           ,                      ,Lutti                 ,Córdoba     
Calamuchita           ,                      ,Embalse               ,Córdoba     
Calamuchita           ,                      ,Villa General Belgrano,Córdoba     
Calamuchita           ,                      ,Río de los Sauces     ,Córdoba     
Calamuchita           ,                      ,                      ,Córdoba     
Calamuchita           ,                      ,                      ,Córdoba     
Calamuchita           ,                      ,                      ,Córdoba     
Calamuchita           ,                      ,Lutti                 ,Córdoba     
Calamuchita           ,                      ,Río de los Sauces     ,Córdoba     
Calamuchita           ,                      ,Villa Yacanto         ,Córdoba     
Calamuchita           ,                      ,Villa Amancay         ,Córdoba     
Calamuchita           ,                      ,Río de los Sauces     ,Córdoba     
Calamuchita           ,                      ,Río de los Sauces     ,Córdoba     
Calamuchita           ,                      ,Amboy                 ,Córdoba     
Calamuchita           ,                      ,Las Bajadas           ,Córdoba     
Calamuchita           ,                      ,                      ,Córdoba     
Calamuchita           ,                      ,Cañada del Sauce      ,Córdoba     
Calamuchita           ,                      ,Villa Ciudad Parque lo,Córdoba     
Calamuchita           ,                      ,Río de los Sauces     ,Córdoba     
Calamuchita           ,                      ,San Agustín           ,Córdoba     
Adolfo Alsina         ,Esteban Agustín Gascón,Adolfo Alsina         ,Buenos Aires
Calamuchita           ,                      ,Las Caleras           ,Córdoba     
Calamuchita           ,Amboy                 ,Amboy                 ,Córdoba     
Calamuchita           ,Arroyo San Antonio    ,                      ,Córdoba     
Calamuchita           ,Cañada del Sauce      ,Cañada del Sauce      ,Córdoba     
Calamuchita           ,Capilla Vieja         ,Villa General Belgrano,Córdoba     
Calamuchita           ,El Corcovado - El Torr,Villa Rumipal         ,Córdoba     
Calamuchita           ,El Durazno            ,Villa Yacanto         ,Córdoba     
Calamuchita           ,Embalse               ,Embalse               ,Córdoba     
Calamuchita           ,La Cruz               ,La Cruz               ,Córdoba     
Calamuchita           ,La Cumbrecita         ,La Cumbrecita         ,Córdoba     
Calamuchita           ,Las Bajadas           ,Las Bajadas           ,Córdoba     
Calamuchita           ,Las Caleras           ,Las Caleras           ,Córdoba     
Calamuchita           ,Los Cóndores          ,Los Cóndores          ,Córdoba     
Calamuchita           ,Los Molinos           ,Los Molinos           ,Córdoba     
Calamuchita           ,Los Molinos           ,Los Molinos           ,Córdoba     
Calamuchita           ,Los Molinos           ,Los Molinos           ,Córdoba     
Calamuchita           ,Los Reartes           ,Los Reartes           ,Córdoba     
Calamuchita           ,Lutti                 ,Lutti                 ,Córdoba     
Calamuchita           ,Parque Calmayo        ,Calmayo               ,Córdoba     
Calamuchita           ,Río de los Sauces     ,Río de los Sauces     ,Córdoba     
Calamuchita           ,San Agustín           ,San Agustín           ,Córdoba     
Calamuchita           ,San Ignacio (Loteo San,San Ignacio           ,Córdoba     
Calamuchita           ,Santa Rosa de Calamuch,Santa Rosa de Calamuch,Córdoba     
Calamuchita           ,Santa Rosa de Calamuch,Santa Rosa de Calamuch,Córdoba     
Calamuchita           ,Santa Rosa de Calamuch,Santa Rosa de Calamuch,Córdoba     
Calamuchita           ,Santa Rosa de Calamuch,Santa Rosa de Calamuch,Córdoba     
Calamuchita           ,Segunda Usina         ,Segunda Usina         ,Córdoba     
Calamuchita           ,Solar de los Molinos  ,Villa Ciudad Parque lo,Córdoba     
Calamuchita           ,Villa Alpina          ,                      ,Córdoba     
Calamuchita           ,Villa Amancay         ,Villa Amancay         ,Córdoba     
Calamuchita           ,Villa Berna           ,La Cumbrecita         ,Córdoba     
Calamuchita           ,Villa Ciudad Parque Lo,Villa Ciudad Parque lo,Córdoba     
Calamuchita           ,Villa Ciudad Parque Lo,Villa Ciudad Parque lo,Córdoba     
Calamuchita           ,Villa Ciudad Parque Lo,Villa Ciudad Parque lo,Córdoba     
Calamuchita           ,Villa Ciudad Parque Lo,Villa Ciudad Parque lo,Córdoba     
Calamuchita           ,Villa del Dique       ,Villa del Dique       ,Córdoba     
Calamuchita           ,Villa El Tala         ,                      ,Córdoba     
Calamuchita           ,Villa General Belgrano,Villa General Belgrano,Córdoba     
Calamuchita           ,Villa La Rivera       ,Villa Quillinzo       ,Córdoba     
Calamuchita           ,Villa Quillinzo       ,Villa Quillinzo       ,Córdoba     
Calamuchita           ,Villa Rumipal         ,Villa Rumipal         ,Córdoba     
Calamuchita           ,Villa Yacanto         ,Villa Yacanto         ,Córdoba     
Capital               ,                      ,Córdoba               ,Córdoba     
Capital               ,                      ,Córdoba               ,Córdoba     
Capital               ,                      ,Córdoba               ,Córdoba     
Capital               ,                      ,Córdoba               ,Córdoba     
Capital               ,Córdoba               ,Córdoba               ,Córdoba     
Capital               ,Córdoba               ,Córdoba               ,Córdoba     
Capital               ,Córdoba               ,Córdoba               ,Córdoba     
Capital               ,Córdoba               ,Córdoba               ,Córdoba     
Colón                 ,                      ,Colonia Tirolesa      ,Córdoba     
Colón                 ,                      ,Colonia Tirolesa      ,Córdoba     
Colón                 ,                      ,Colonia Vicente Agüero,Córdoba     
Colón                 ,                      ,Córdoba               ,Córdoba     
Colón                 ,                      ,Colonia Tirolesa      ,Córdoba     
Colón                 ,                      ,Colonia Tirolesa      ,Córdoba     
Colón                 ,                      ,Salsipuedes           ,Córdoba     
Colón                 ,                      ,La Calera             ,Córdoba     
Colón                 ,                      ,Colonia Tirolesa      ,Córdoba     
Colón                 ,                      ,Córdoba               ,Córdoba     
Colón                 ,                      ,La Calera             ,Córdoba     
Colón                 ,                      ,Estación General Paz  ,Córdoba     
Colón                 ,                      ,Villa Allende         ,Córdoba     
Colón                 ,                      ,Colonia Caroya        ,Córdoba     
Colón                 ,Agua de Oro           ,Agua de Oro           ,Córdoba     
Colón                 ,Ascochinga            ,La Granja             ,Córdoba     
Colón                 ,Barrio Nuevo Río Cebal,Río Ceballos          ,Córdoba     
Colón                 ,Canteras El Sauce     ,El Manzano            ,Córdoba     
Colón                 ,Casa Bamba            ,La Calera             ,Córdoba     
Colón                 ,Colonia Caroya        ,Colonia Caroya        ,Córdoba     
Colón                 ,Colonia Tirolesa      ,Colonia Tirolesa      ,Córdoba     
Colón                 ,Colonia Vicente Agüero,Colonia Vicente Agüero,Córdoba     
Colón                 ,Villa Corazón de María,Malvinas Argentinas   ,Córdoba     
Colón                 ,Corral Quemado        ,                      ,Córdoba     
Colón                 ,Country San Isidro - C,Villa Allende         ,Córdoba     
Colón                 ,Country San Isidro - C,Villa Allende         ,Córdoba     
Colón                 ,Country San Isidro - C,Villa Allende         ,Córdoba     
Colón                 ,El Manzano            ,El Manzano            ,Córdoba     
Colón                 ,Estación Colonia Tirol,Colonia Tirolesa      ,Córdoba     
Colón                 ,General Paz           ,Estación General Paz  ,Córdoba     
Colón                 ,Jesús María           ,Jesús María           ,Córdoba     
Colón                 ,La Calera             ,La Calera             ,Córdoba     
Colón                 ,La Calera             ,La Calera             ,Córdoba     
Colón                 ,La Calera             ,La Calera             ,Córdoba     
Colón                 ,La Calera             ,La Calera             ,Córdoba     
Colón                 ,La Granja             ,La Granja             ,Córdoba     
Colón                 ,La Morada             ,Villa Allende         ,Córdoba     
Colón                 ,La Puerta             ,Colonia Tirolesa      ,Córdoba     
Colón                 ,Las Corzuelas         ,Unquillo              ,Córdoba     
Colón                 ,Los Molles            ,La Granja             ,Córdoba     
Colón                 ,Malvinas Argentinas   ,Malvinas Argentinas   ,Córdoba     
Colón                 ,Mendiolaza            ,Mendiolaza            ,Córdoba     
Colón                 ,Mi Granja             ,Mi Granja             ,Córdoba     
Colón                 ,Pajas Blancas         ,Río Ceballos          ,Córdoba     
Colón                 ,Río Ceballos          ,Río Ceballos          ,Córdoba     
Colón                 ,Saldán                ,Saldán                ,Córdoba     
Colón                 ,Salsipuedes           ,Salsipuedes           ,Córdoba     
Colón                 ,Salsipuedes           ,Salsipuedes           ,Córdoba     
Colón                 ,Salsipuedes           ,Salsipuedes           ,Córdoba     
Colón                 ,Santa Elena           ,Colonia Tirolesa      ,Córdoba     
Colón                 ,Tinoco                ,Tinoco                ,Córdoba     
Colón                 ,Unquillo              ,Unquillo              ,Córdoba     
Colón                 ,Villa Allende         ,Villa Allende         ,Córdoba     
Colón                 ,Villa Cerro Azul      ,Villa Cerro Azul      ,Córdoba     
Colón                 ,Parque Norte - Ciudad ,Córdoba               ,Córdoba     
Colón                 ,Parque Norte - Ciudad ,Estación Juárez Celman,Córdoba     
Colón                 ,Parque Norte - Ciudad ,Estación Juárez Celman,Córdoba     
Colón                 ,Parque Norte - Ciudad ,Estación Juárez Celman,Córdoba     
Colón                 ,Parque Norte - Ciudad ,Estación Juárez Celman,Córdoba     
Colón                 ,Parque Norte - Ciudad ,Estación Juárez Celman,Córdoba     
Colón                 ,Parque Norte - Ciudad ,Estación Juárez Celman,Córdoba     
Colón                 ,Villa Los Llanos - Juá,Estación Juárez Celman,Córdoba     
Colón                 ,Villa Los Llanos - Juá,Estación Juárez Celman,Córdoba     
Colón                 ,Villa Los Llanos - Juá,Estación Juárez Celman,Córdoba     
Cruz del Eje          ,                      ,San Carlos Minas      ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,Villa de Soto         ,Córdoba     
Cruz del Eje          ,                      ,Serrezuela            ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,Cruz de Caña          ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,Olivares de San Nicolá,Córdoba     
Cruz del Eje          ,                      ,Bañado de Soto        ,Córdoba     
Cruz del Eje          ,                      ,Guanaco Muerto        ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,Serrezuela            ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,Bañado de Soto        ,Córdoba     
Cruz del Eje          ,                      ,Serrezuela            ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,El Brete              ,Córdoba     
Cruz del Eje          ,                      ,El Brete              ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,Cruz de Caña          ,Córdoba     
Cruz del Eje          ,                      ,Olivares de San Nicolá,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,Ciénaga del Coro      ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,Las Cañadas           ,Córdoba     
Cruz del Eje          ,                      ,Serrezuela            ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,Alto de los Quebrachos,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,Los Chañaritos        ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,San Marcos Sierras    ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,Las Cañadas           ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,Ciénaga del Coro      ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,Media Naranja         ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,Tosno                 ,Córdoba     
Cruz del Eje          ,                      ,Serrezuela            ,Córdoba     
Cruz del Eje          ,                      ,Guanaco Muerto        ,Córdoba     
Cruz del Eje          ,                      ,Los Chañaritos        ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,Guanaco Muerto        ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,                      ,Córdoba     
Cruz del Eje          ,                      ,Bañado de Soto        ,Córdoba     
Cruz del Eje          ,Alto de los Quebrachos,Alto de los Quebrachos,Córdoba     
Cruz del Eje          ,Bañado de Soto        ,Bañado de Soto        ,Córdoba     
Cruz del Eje          ,Canteras Quilpo       ,                      ,Córdoba     
Cruz del Eje          ,Cruz de Caña          ,Cruz de Caña          ,Córdoba     
Cruz del Eje          ,Cruz del Eje          ,Cruz del Eje          ,Córdoba     
Cruz del Eje          ,El Brete              ,El Brete              ,Córdoba     
Cruz del Eje          ,El Rincón             ,                      ,Córdoba     
Cruz del Eje          ,Guanaco Muerto        ,Guanaco Muerto        ,Córdoba     
Cruz del Eje          ,La Banda              ,San Marcos Sierras    ,Córdoba     
Cruz del Eje          ,La Batea              ,                      ,Córdoba     
Cruz del Eje          ,La Higuera            ,La Higuera            ,Córdoba     
Cruz del Eje          ,Las Cañadas           ,                      ,Córdoba     
Cruz del Eje          ,Las Playas            ,Las Playas            ,Córdoba     
Cruz del Eje          ,Los Chañaritos        ,Los Chañaritos        ,Córdoba     
Cruz del Eje          ,Media Naranja         ,Media Naranja         ,Córdoba     
Cruz del Eje          ,Paso Viejo            ,                      ,Córdoba     
Cruz del Eje          ,San Marcos Sierra     ,San Marcos Sierras    ,Córdoba     
Cruz del Eje          ,Serrezuela            ,Serrezuela            ,Córdoba     
Cruz del Eje          ,Tuclame               ,Tuclame               ,Córdoba     
Cruz del Eje          ,Villa de Soto         ,Villa de Soto         ,Córdoba     
General Roca          ,                      ,                      ,Córdoba     
General Roca          ,                      ,                      ,Córdoba     
General Roca          ,                      ,                      ,Córdoba     
General Roca          ,                      ,                      ,Córdoba     
General Roca          ,                      ,                      ,Córdoba     
General Roca          ,                      ,                      ,Córdoba     
General Roca          ,                      ,                      ,Córdoba     
General Roca          ,                      ,                      ,Córdoba     
General Roca          ,                      ,                      ,Córdoba     
General Roca          ,                      ,                      ,Córdoba     
General Roca          ,                      ,                      ,Córdoba     
General Roca          ,                      ,                      ,Córdoba     
General Roca          ,                      ,                      ,Córdoba     
General Roca          ,                      ,                      ,Córdoba     
General Roca          ,                      ,                      ,Córdoba     
General Roca          ,                      ,                      ,Córdoba     
General Roca          ,                      ,                      ,Córdoba     
General Roca          ,                      ,                      ,Córdoba     
General Roca          ,                      ,                      ,Córdoba     
General Roca          ,                      ,                      ,Córdoba     
General Roca          ,                      ,                      ,Córdoba     
General Roca          ,                      ,                      ,Córdoba     
General Roca          ,Del Campillo          ,Del Campillo          ,Córdoba     
General Roca          ,Estación Lecueder     ,                      ,Córdoba     
General Roca          ,Hipólito Bouchard     ,Buchardo              ,Córdoba     
General Roca          ,Huinca Renancó        ,Huinca Renancó        ,Córdoba     
General Roca          ,Italó                 ,Italó                 ,Córdoba     
General Roca          ,Mattaldi              ,Mattaldi              ,Córdoba     
General Roca          ,Nicolás Bruzzone      ,Nicolás Bruzzone      ,Córdoba     
General Roca          ,Onagoity              ,Onagoity              ,Córdoba     
General Roca          ,Pincén                ,Pincen                ,Córdoba     
General Roca          ,Ranqueles             ,Ranqueles             ,Córdoba     
General Roca          ,Santa Magdalena       ,Jovita                ,Córdoba     
General Roca          ,Villa Huidobro        ,Villa Huidobro        ,Córdoba     
General Roca          ,Villa Sarmiento       ,Villa Sarmiento (S. A.,Córdoba     
General Roca          ,Villa Valeria         ,Villa Valeria         ,Córdoba     
General San Martín    ,                      ,                      ,Córdoba     
General San Martín    ,                      ,Tío Pujio             ,Córdoba     
General San Martín    ,                      ,                      ,Córdoba     
General San Martín    ,                      ,                      ,Córdoba     
General San Martín    ,                      ,                      ,Córdoba     
General San Martín    ,                      ,                      ,Córdoba     
General San Martín    ,                      ,Tío Pujio             ,Córdoba     
General San Martín    ,                      ,Tío Pujio             ,Córdoba     
General San Martín    ,                      ,Tío Pujio             ,Córdoba     
General San Martín    ,                      ,                      ,Córdoba     
General San Martín    ,                      ,                      ,Córdoba     
General San Martín    ,                      ,                      ,Córdoba     
General San Martín    ,                      ,Villa María           ,Córdoba     
General San Martín    ,                      ,                      ,Córdoba     
General San Martín    ,                      ,Tío Pujio             ,Córdoba     
General San Martín    ,                      ,                      ,Córdoba     
General San Martín    ,                      ,                      ,Córdoba     
General San Martín    ,                      ,                      ,Córdoba     
General San Martín    ,Arroyo Algodón        ,                      ,Córdoba     
General San Martín    ,Arroyo Cabral         ,Arroyo Cabral         ,Córdoba     
General San Martín    ,Ausonia               ,Ausonia               ,Córdoba     
General San Martín    ,Chazón                ,Chazón                ,Córdoba     
General San Martín    ,Etruria               ,Etruria               ,Córdoba     
General San Martín    ,La Laguna             ,La Laguna             ,Córdoba     
General San Martín    ,La Palestina          ,La Palestina          ,Córdoba     
General San Martín    ,La Playosa            ,La Playosa            ,Córdoba     
General San Martín    ,Las Mojarras          ,                      ,Córdoba     
General San Martín    ,Luca                  ,Luca                  ,Córdoba     
General San Martín    ,Pasco                 ,Pasco                 ,Córdoba     
General San Martín    ,Sanabria              ,Ausonia               ,Córdoba     
General San Martín    ,Silvio Pellico        ,Silvio Pellico        ,Córdoba     
General San Martín    ,Ticino                ,Ticino                ,Córdoba     
General San Martín    ,Tío Pujio             ,Tío Pujio             ,Córdoba     
General San Martín    ,Villa Albertina       ,Villa María           ,Córdoba     
General San Martín    ,Villa María           ,Villa María           ,Córdoba     
General San Martín    ,Villa Nueva           ,Villa Nueva           ,Córdoba     
General San Martín    ,Villa Oeste           ,Villa Nueva           ,Córdoba     
Ischilín              ,                      ,Copacabana            ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,Avellaneda            ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,Chuña                 ,Córdoba     
Ischilín              ,                      ,Avellaneda            ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,Quilino               ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,Olivares de San Nicolá,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,Quilino               ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,                      ,                      ,Córdoba     
Ischilín              ,Avellaneda            ,Avellaneda            ,Córdoba     
Ischilín              ,Cañada de Río Pinto   ,Cañada de Río Pinto   ,Córdoba     
Ischilín              ,Chuña                 ,Chuña                 ,Córdoba     
Ischilín              ,Copacabana            ,                      ,Córdoba     
Ischilín              ,Deán Funes            ,Deán Funes            ,Córdoba     
Ischilín              ,Esquina del Alambre   ,Olivares de San Nicolá,Córdoba     
Ischilín              ,Los Pozos             ,Los Pozos             ,Córdoba     
Ischilín              ,Olivares de San Nicolá,Olivares de San Nicolá,Córdoba     
Ischilín              ,Quilino               ,Quilino               ,Córdoba     
Ischilín              ,San Pedro de Toyos    ,                      ,Córdoba     
Ischilín              ,Villa Gutiérrez       ,                      ,Córdoba     
Ischilín              ,Villa Quilino         ,Quilino               ,Córdoba     
Juárez Celman         ,                      ,                      ,Córdoba     
Juárez Celman         ,                      ,                      ,Córdoba     
Juárez Celman         ,                      ,                      ,Córdoba     
Juárez Celman         ,                      ,                      ,Córdoba     
Juárez Celman         ,                      ,                      ,Córdoba     
Juárez Celman         ,                      ,                      ,Córdoba     
Juárez Celman         ,                      ,                      ,Córdoba     
Juárez Celman         ,                      ,                      ,Córdoba     
Juárez Celman         ,                      ,                      ,Córdoba     
Juárez Celman         ,                      ,                      ,Córdoba     
Juárez Celman         ,                      ,                      ,Córdoba     
Juárez Celman         ,                      ,                      ,Córdoba     
Juárez Celman         ,                      ,                      ,Córdoba     
Juárez Celman         ,                      ,                      ,Córdoba     
Juárez Celman         ,                      ,                      ,Córdoba     
Juárez Celman         ,                      ,                      ,Córdoba     
Juárez Celman         ,                      ,                      ,Córdoba     
Juárez Celman         ,                      ,                      ,Córdoba     
Juárez Celman         ,                      ,                      ,Córdoba     
Juárez Celman         ,                      ,                      ,Córdoba     
Juárez Celman         ,                      ,                      ,Córdoba     
Juárez Celman         ,                      ,                      ,Córdoba     
Juárez Celman         ,                      ,                      ,Córdoba     
Juárez Celman         ,                      ,                      ,Córdoba     
Juárez Celman         ,Alejandro Roca        ,Alejandro Roca        ,Córdoba     
Juárez Celman         ,Assunta               ,Assunta               ,Córdoba     
Juárez Celman         ,Bengolea              ,Bengolea              ,Córdoba     
Juárez Celman         ,Carnerillo            ,Carnerillo            ,Córdoba     
Juárez Celman         ,Charras               ,Charras               ,Córdoba     
Juárez Celman         ,El Rastreador         ,El Rastreador         ,Córdoba     
Juárez Celman         ,General Cabrera       ,General Cabrera       ,Córdoba     
Juárez Celman         ,General Deheza        ,General Deheza        ,Córdoba     
Juárez Celman         ,Huanchillas           ,Huanchilla            ,Córdoba     
Juárez Celman         ,La Carlota            ,La Carlota            ,Córdoba     
Juárez Celman         ,Los Cisnes            ,Los Cisnes            ,Córdoba     
Juárez Celman         ,Olaeta                ,Olaeta                ,Córdoba     
Juárez Celman         ,Pacheco de Melo       ,Pacheco de Melo       ,Córdoba     
Juárez Celman         ,Paso del Durazno      ,Paso del Durazno      ,Córdoba     
Juárez Celman         ,Santa Eufemia         ,Santa Eufemia         ,Córdoba     
Juárez Celman         ,Ucacha                ,Ucacha                ,Córdoba     
Juárez Celman         ,Villa Reducción       ,Reducción             ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,Villa Elisa           ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,Colonia Italiana      ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,Colonia Barge         ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,Los Surgentes         ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,Colonia Italiana      ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,                      ,Colonia Italiana      ,Córdoba     
Marcos Juárez         ,                      ,                      ,Córdoba     
Marcos Juárez         ,Alejo Ledesma         ,Alejo Ledesma         ,Córdoba     
Marcos Juárez         ,Arias                 ,Arias                 ,Córdoba     
Marcos Juárez         ,Camilo Aldao          ,Camilo Aldao          ,Córdoba     
Marcos Juárez         ,Capitán General Bernar,Capitán General B. O'H,Córdoba     
Marcos Juárez         ,Cavanagh              ,Cavanagh              ,Córdoba     
Marcos Juárez         ,Colonia Barge         ,Colonia Barge         ,Córdoba     
Marcos Juárez         ,Colonia Italiana      ,Colonia Italiana      ,Córdoba     
Marcos Juárez         ,Colonia Veinticinco   ,                      ,Córdoba     
Marcos Juárez         ,Corral de Bustos      ,Corral de Bustos      ,Córdoba     
Marcos Juárez         ,Cruz Alta             ,Cruz Alta             ,Córdoba     
Marcos Juárez         ,General Baldissera    ,General Baldissera    ,Córdoba     
Marcos Juárez         ,General Roca          ,General Roca          ,Córdoba     
Marcos Juárez         ,Guatimozín            ,Guatimozín            ,Córdoba     
Marcos Juárez         ,Inriville             ,Inriville             ,Córdoba     
